Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [2525 Mini Shop],Price [2525 Mini Shop],In stock [2525 Mini Shop],Low stock [2525 Mini Shop],"Tax - ""消費税"" (8%)"
nesvita,10950,Nesvita,เครื่องดื่ม,,N,,,,,,,0,8850127003529,,,Y,Y,650,4.000,0.000,Y
nesvita-original,11038,nesvita original,เครื่องดื่ม,,N,,,,,,,0,8850127003499,,,Y,Y,130,4.000,,Y
ngm-hương,10778,Ngm hương,สินค้าเวียดนาม,,N,,,,,,,210,8938517288807,,,Y,Y,300,13.000,,Y
nivea-extra-brigh,11069,Nivea Extra Brigh,,,N,,,,,,,8002,42439363,,,Y,Y,1200,1.000,,Y
nivea-extra-bright,11067,Nivea Extra Bright,,,N,,,,,,,800,8850029816449,,,Y,Y,1200,-5.000,,Y
nivea-men,11044,nivea men,Cosmetic,,N,,,,,,,400,4005808305674,,,Y,Y,800,1.000,,Y
nivea-men-(dry-impact),10962,NIVEA MEN (DRY IMPACT),Cosmetic,,N,,,,,,,500,,,,Y,Y,800,1.000,0.000,Y
nivea-men-cool-kickextra-dry,10961,NIVEA MEN COOL KICKEXTRA DRY,Cosmetic,,N,,,,,,,400,42185437,,,Y,Y,800,0.000,,Y
nivea-menblack-&-white-invisibleoriginal,10716,NIVEA MENBLACK & WHITE INVISIBLEORIGINAL,Cosmetic,,N,,,,,,,880,06587260,,,Y,Y,1200,1.000,0.000,Y
nivea-mendeepdarkwood,10715,NIVEA MENDEEPDARKWOOD,Cosmetic,,N,,,,,,,800,8850029025292,,,Y,Y,1200,-1.000,0.000,Y
nivea-mendry-impact,10747,NIVEA MENDRY IMPACT,Cosmetic,,N,,,,,,,900,8850029816104,,,Y,Y,1200,-1.000,,Y
nivea-menfresh-active,10746,NIVEA MENFRESH ACTIVE,Cosmetic,,N,,,,,,,900,8850029816401,,,Y,Y,1200,-1.000,,Y
nivea-stress-protect,11068,Nivea Stress Protect,,,N,,,,,,,800,10058084,,,Y,Y,1200,1.000,,Y
niveaextra-brightc&evitamin-roll-on,11018,NIVEAExtra BrightC&Evitamin roll-on,Cosmetic,,N,,,,,,,0,42419730,,,Y,Y,1200,0.000,,Y
norgesic,10069,NORGESIC,,,N,,,,,,,0,8859086600329,,,Y,Y,800,9.000,0.000,Y
novamultigrain-snacks,10796,NovaMULTIGRAIN SNACKS,ฟิลิบปิน,,N,,,,,,,195,4800016663505,,,Y,Y,285,0.000,0.000,Y
number-1,10446,Number 1,สินค้าเวียดนาม,,N,,,,,,,95,8936193070365,,,Y,Y,160,10.000,,Y
nuoc-mam-an-lien,10361,Nuoc Mam An Lien,สินค้าเวียดนาม,,N,,,,,,,0,8934637261515,,,Y,Y,325,3.000,0.000,Y
nuti,11093,Nuti,เครื่องดื่ม,,N,,,,,,,0,8935049012511,,,Y,Y,85,2.000,,Y
nuti-soy-milk,10829,Nuti soy milk,สินค้าเวียดนาม,,N,,,,,,,0,,,,Y,Y,90,5.000,0.000,Y
oishi-crab-me,11012,Oishi crab me,Snak,,N,,,,,,,0,8934803044287,,,Y,Y,150,3.000,,Y
oishi-snack-tôm-cay,11013,Oishi Snack Tôm Cay,Snak,,N,,,,,,,0,8934803043259,,,Y,Y,150,2.000,,Y
oishi-ขนม,10573,OISHI ขนม,,,N,,,,,,,100,https://oishi.com.vn,,,Y,Y,150,1.000,0.000,Y
oishisnack-βάρ-ngot,11011,OishiSnack βάρ ngot,Snak,,N,,,,,,,0,8934803043075,,,Y,Y,150,1.000,,Y
oishtsnack-bi-đỏ,11010,OishtSnack Bi Đỏ,Snak,,N,,,,,,,0,8934803043884,,,Y,Y,150,3.000,,Y
omachi-tình-túy-ẩm-thực,10667,Omachi Tình túy ẩm thực,สินค้าเวียดนาม,,N,,,,,,,2700,8936017366773,,,Y,Y,550,1.000,0.000,Y
omachi-tinh-túy-ẩm-thực(shrimp-flavour-sour-&-hot),10666,Omachi Tinh túy ẩm thực(SHRIMP FLAVOUR SOUR & HOT),สินค้าเวียดนาม,,N,,,,,,,5400,8936017366803,,,Y,Y,550,0.000,0.000,Y
one-tho-condensed-milk,10028,One Tho Condensed milk,สินค้าเวียดนาม,,N,,,,,,,290,,,,Y,Y,380,10.000,0.000,Y
ớt-đông-lạnh(frozen-hot-chilli)冷凍唐辛子,10872,ỚT ĐÔNG LẠNH(FROZEN HOT CHILLI)冷凍唐辛子,FROZEN,,N,,,,,,,227,4580781010024,,,Y,Y,320,25.000,,Y
ovaltine,10506,Ovaltine,,,N,,,,,,,0,8850086150227,,,Y,Y,120,7.000,0.000,Y
ovaltine-1,10041,Ovaltine,Snak,,N,,,,,,,0,8850086161520,,,Y,Y,650,5.000,0.000,Y
ovaltine-2,10044,Ovaltine,Snak,,N,,,,,,,0,8850086161339,,,Y,Y,650,5.000,0.000,Y
ovaltine-original,10505,Ovaltine original,,,N,,,,,,,0,7612100061411,,,Y,Y,120,3.000,0.000,Y
pampanga's-best-skinless-longanizahot,10816,Pampanga's BEST SKINLESS LONGANIZAhot,ฟิลิบปิน,,N,,,,,,,593,4580713890069,,,Y,Y,850,2.000,0.000,Y
papaya,10690,papaya,ของสด,,N,,,,,,,0,,,,Y,Y,variable,2.000,,Y
pho-bo,10261,Pho Bo,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8934563215132,,,Y,Y,180,0.000,0.000,Y
pho-ga,10260,Pho Ga,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8934563216139,,,Y,Y,180,2.000,0.000,Y
pho-ga-1,10268,Pho Ga,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8934563020934,,,Y,Y,98,0.000,0.000,Y
pinakurat,10297,Pinakurat,ฟิลิบปิน,,N,,,,,,,320,4806515630000,,,Y,Y,460,2.000,0.000,Y
pinoydeli-pork-dinuguan豚の血のシチュー,10524,Pinoydeli Pork Dinuguan豚の血のシチュー,,,N,,,,,,,0,4800111009093,,,Y,Y,550,6.000,0.000,Y
pond's-pinkish-glow-translucent-facial-powder,10708,Pond's Pinkish Glow Translucent Facial Powder,Cosmetic,,N,,,,,,,0,8851932111805,,,Y,Y,450,25.000,,Y
pond'sbright-miracle-ultimate-clarity-day-cream-spf30-niasorci,10077,POND'SBRIGHT MIRACLE ULTIMATE CLARITY DAY CREAM SPF30 NIASORCI,Cosmetic,,N,,,,,,,0,8851932475587,,,Y,Y,300,10.000,0.000,Y
pork-blood,10805,PORK Blood,ฟิลิบปิน,,N,,,,,,,680,4548885002710,,,Y,Y,980,0.000,0.000,Y
pork-flavour,10687,Pork Flavour,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,2042,8850987145889,,,Y,Y,variable,1.000,0.000,Y
pound-cake,11039,pound cake,ขนม,,N,,,,,,,0,4942355239703,,,Y,Y,350,3.000,,Y
powdered-base-jelly-buko-pandan,10531,POWDERED BASE JELLY Buko Pandan,,,N,,,,,,,0,http://seanlucinc.com/recipes,,,Y,Y,1000,1.000,0.000,Y
powdered-base-jelly-red,10532,POWDERED BASE JELLY red,,,N,,,,,,,0,4809013526363,,,Y,Y,1000,3.000,0.000,Y
protex-cool-big,11021,Protex cool big,,,N,,,,,,,800,8850006943731,,,Y,Y,1200,9.000,,Y
protexลาเวนเดอร์-ไอซ์-ฟรีซ,10540,Protexลาเวนเดอร์ ไอซ์ ฟรีซ,Cosmetic,,N,,,,,,,400,8850006938706,,,Y,Y,750,0.000,0.000,Y
protexไอซ์ซี่-คูล,10916,Protexไอซ์ซี่ คูล,Cosmetic,,N,,,,,,,400,8850006603185,,,Y,Y,750,2.000,0.000,Y
quick-cook-bihon,10246,Quick Cook Bihon,อาหารจำพวกเส้น,,N,,,,,,,0,4800528456282,,,Y,Y,270,0.000,,Y
red-bull-250ml,10035,RED BULL 250ML,เครื่องดื่ม,,N,,,,,,,3998,,,,Y,Y,200,0.000,0.000,Y
salzยาสีฟัน,10545,SALZยาสีฟัน,,,N,,,,,,,0,8850002008960,,,Y,Y,950,0.000,0.000,Y
san-mig-super-coffeeoriginal,10798,San Mig Super CoffeeOriginal,ฟิลิบปิน,,N,,,,,,,1000,4806513740008,,,Y,Y,98,28.000,0.000,Y
sangsom,10582,Sangsom,,,N,,,,,,,0,8851707000181,,,Y,Y,4000,1.000,0.000,Y
season'n-frychicken-coating-mix-spicy粉末調味料,10519,Season'n FRYChicken Coating Mix spicy粉末調味料,ฟิลิบปิน,,N,,,,,,,0,052100056456,,,Y,Y,150,1.000,0.000,Y
season'n-frychicken-coating-mix粉末調味料,10518,Season'n FRYChicken Coating Mix粉末調味料,ฟิลิบปิน,,N,,,,,,,0,052100056463,,,Y,Y,150,4.000,0.000,Y
shrimp-tom-yum-flavour,10686,Shrimp Tom Yum Flavour,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,2042,8850987145902,,,Y,Y,variable,0.000,0.000,Y
shy-flakescracker-sandwich-(chocolate),10795,Shy FlakesCRACKER SANDWICH (chocolate),ฟิลิบปิน,,N,,,,,,,297,750515031517,,,Y,Y,398,1.000,0.000,Y
shy-flakescracker-sandwich(condensada),10806,Shy FlakesCRACKER SANDWICH(Condensada),ฟิลิบปิน,,N,,,,,,,297,750515031531,,,Y,Y,398,1.000,0.000,Y
silver-swan-soy-sauce,10808,SILVER SWAN SOY SAUCE,ฟิลิบปิน,,N,,,,,,,468,4800344001628,,,Y,Y,680,0.000,0.000,Y
sinigang-sa-sampalok-mixknorroriginal粉末スープ,10517,Sinigang sa Sampalok MixKnorrORIGINAL粉末スープ,,,N,,,,,,,0,08780210,,,Y,Y,150,6.000,0.000,Y
sinigang-sa-sampalok-mxmiso,10526,Sinigang sa Sampalok MXMISO,ฟิลิบปิน,,N,,,,,,,70,4800888600219,,,Y,Y,100,7.000,,Y
sinigangsa-sampalok-mix-gabi粉末スープ,10516,Sinigangsa Sampalok Mix gabi粉末スープ,ฟิลิบปิน,,N,,,,,,,121,4800888602251,,,Y,Y,150,0.000,,Y
sinigangsa-sampalok-mixoriginal,10654,Sinigangsa Sampalok MixOriginal,ฟิลิบปิน,,N,,,,,,,121,4800888600806,,,Y,Y,170,1.000,0.000,Y
sky-flakescracker-sandwich,10801,Sky FlakesCRACKER SANDWICH,ฟิลิบปิน,,N,,,,,,,297,750515031555,,,Y,Y,398,2.000,0.000,Y
snack-hìnhcánh-gà-chiên-giòn,10704,Snack HìnhCánh Gà Chiên Giòn,Snak,,N,,,,,,,40,8938508055234,,,Y,Y,80,2.000,0.000,Y
snack-sashimi,10389,Snack Sashimi,Snak,,N,,,,,,,0,8938551654309,,,N,Y,60,,,Y
soy-saucenaturally-fermented,10774,SOY SAUCENATURALLY FERMENTED,ฟิลิบปิน,,N,,,,,,,0,4800405123559,,,Y,Y,380,0.000,0.000,Y
sprite-350ml,10033,SPRITE 350ML,เครื่องดื่ม,,N,,,,,,,1798,,,,Y,Y,150,0.000,0.000,Y
sting-แดง,10445,Sting แดง,เครื่องดื่ม,,N,,,,,,,186,8934588233074,,,Y,Y,290,4.000,,Y
straw-mushrooms,10307,Straw Mushrooms,หมวดกระป๋อง,,N,,,,,,,435,4571118406221,,,Y,Y,650,18.000,0.000,Y
sửa-đầu-nànhnutinguyên-chất,10112,SỬA ĐẦU NÀNHNutiNGUYÊN CHẤT,สินค้าเวียดนาม,,N,,,,,,,0,8935049012511,,,Y,Y,510,33.000,0.000,Y
sữa-th-trắng,10676,sữa th trắng,สินค้าเวียดนาม,,N,,,,,,,520,8935217408122,,,Y,Y,630,0.000,0.000,Y
"sugo""-cracker-nuts-barbecue-flavor-100g",10663,"SUGO"" CRACKER NUTS BARBECUE FLAVOR 100g",Snak,,N,,,,,,,140,4809010524614,,,Y,Y,350,1.000,0.000,Y
"sugo""-cracker-nuts-garlic-flavor-100g",10662,"SUGO"" CRACKER NUTS GARLIC FLAVOR 100g",Snak,,N,,,,,,,800,4809010524607,,,Y,Y,250,0.000,0.000,Y
"sugo""-salted-peanuts(garlic-flavor)",10661,"SUGO"" SALTED PEANUTS(GARLIC FLAVOR)",Snak,,N,,,,,,,0,4809010524034,,,Y,Y,250,0.000,0.000,Y
suon-xao-chua-ngot,10323,SUON XAO CHUA NGOT,สินค้าเวียดนาม,,N,,,,,,,0,8936028040426,,,Y,Y,120,1.000,0.000,Y
super-bull,10449,Super Bull,เครื่องดื่ม,,N,,,,,,,0,8938513120132,,,Y,Y,160,0.000,0.000,Y
superออริจินัลoriginal-3-in-1-coffee,10868,SUPERออริจินัลORIGINAL 3 IN 1 COFFEE,เครื่องดื่ม,,N,,,,,,,40,8888240051165,,,Y,Y,120,24.000,0.000,Y
sweet-and-sour(barona)ซอสผัดเปรียวหวาน,10019,SWEET AND SOUR(Barona)ซอสผัดเปรียวหวาน,สินค้าเวียดนาม,,N,,,,,,,99,8936028040747,,,Y,Y,120,1.000,0.000,Y
tâm-cay-đen,10707,Tâm cay đen,Snak,,N,,,,,,,40,8938552395065,,,Y,Y,80,12.000,,Y
tan-nhien,10333,TAN NHIEN,สินค้าเวียดนาม,,N,,,,,,,155,8936202990370,,,Y,Y,260,1.000,,Y
taoyeablok-deodorant--powder--แป้งระงับกลิ่นกาย-ซากะระ..,10553,TAOYEABLOK DEODORANT -POWDER- แป้งระงับกลิ่นกาย ซากะระ..,Cosmetic,,N,,,,,,,0,8857200098472,,,Y,Y,500,39.000,0.000,Y
taoyeaplokdeodorant--powder-แป้งระงับกลิ่นกาย-ออริจินัล,10554,TAOYEAPLOKDEODORANT -POWDER-แป้งระงับกลิ่นกาย ออริจินัล,Cosmetic,,N,,,,,,,0,8857200098427,,,Y,Y,500,44.000,0.000,Y
tepthai-เทพไทยoriginal,10073,Tepthai เทพไทยOriginal,Cosmetic,,N,,,,,,,700,8857123060464,,,Y,Y,850,0.000,0.000,Y
thai-coconut-water,11040,thai coconut water,เครื่องดื่ม,,N,,,,,,,328,8850227040196,,,Y,Y,500,3.000,,Y
thịt-kho-tàu-(barona),10570,THỊT KHO TÀU (Barona),สินค้าเวียดนาม,,N,,,,,,,2160,8936028044356,,,Y,Y,120,4.000,0.000,Y
thit-noung-xa-xiu,10327,THIT NOUNG XA XIU,สินค้าเวียดนาม,,N,,,,,,,0,8936028040778,,,Y,Y,120,13.000,0.000,Y
thit-nuong-ngu-vi,10325,THIT NUONG NGU VI,สินค้าเวียดนาม,,N,,,,,,,0,8936028040747,,,Y,Y,120,5.000,0.000,Y
thuy-san1,10360,Thuy San1,สินค้าเวียดนาม,,N,,,,,,,0,8935016503295,,,Y,Y,159,1.000,0.000,Y
tiffy-dey,10064,TIFFY DEY,,,N,,,,,,,0,8851473007698,,,Y,Y,350,2.000,0.000,Y
tinh-nguyen,10331,TINH NGUYEN,สินค้าเวียดนาม,,N,,,,,,,0,8936076452271,,,Y,Y,247,6.000,0.000,Y
tipo-coconut-cream-egg-cookies,10698,TIPO COCONUT CREAM EGG COOKIES,Snak,,N,,,,,,,184,8934760213016,,,Y,Y,235,0.000,0.000,Y
tipo-yogurt-and-passion-fruit-cream-egg-cookies,10699,TIPO YOGURT AND PASSION FRUIT CREAM EGG COOKIES,Snak,,N,,,,,,,184,8934760213122,,,Y,Y,235,0.000,0.000,Y
toi-ot,10366,TOI OT,สินค้าเวียดนาม,,N,,,,,,,0,8936136163734,,,Y,Y,460,0.000,0.000,Y
tom-chua-cay,10363,Tom Chua Cay,สินค้าเวียดนาม,,N,,,,,,,195,8934563065249,,,Y,Y,298,3.000,,Y
trà-vị-chanh-nestea,10675,Trà vị chanh NESTEA,สินค้าเวียดนาม,,N,,,,,,,1900,8934804027333,,,Y,Y,550,0.000,0.000,Y
tuong-ot,10369,Tuong Ot,สินค้าเวียดนาม,,N,,,,,,,0,8935311158015,,,Y,Y,342,0.000,0.000,Y
twelvepluswhiteningrull-onfruity-bright,10718,TwelvePLUSWhiteningRull OnFruity Bright,Cosmetic,,N,,,,,,,880,8851123789028,,,Y,Y,1000,0.000,0.000,Y
twelvewhitening-roll-oncollagen-glow,10719,TwelveWhitening Roll OnCollagen Glow,Cosmetic,,N,,,,,,,880,8851123383110,,,Y,Y,1000,1.000,0.000,Y
uht-fresh-milk-pure-chocolate,10779,UHT FRESH MILK PURE CHOCOLATE,สินค้าเวียดนาม,,N,,,,,,,450,8935217408429,,,Y,Y,560,0.000,0.000,Y
uht-fresh-milk-strawberry-flavor,10780,UHT FRESH MILK STRAWBERRY FLAVOR,สินค้าเวียดนาม,,N,,,,,,,450,8935217408221,,,Y,Y,560,2.000,0.000,Y
unflavored-jelly-powo-der,10530,UNFLAVORED JELLY POWO DER,,,N,,,,,,,0,4809013526318,,,Y,Y,130,6.000,0.000,Y
vanamilk-tai-loc-condensed-milk-creamer-gu,10029,Vanamilk Tai Loc Condensed Milk Creamer gu,สินค้าเวียดนาม,,N,,,,,,,195,,,,Y,Y,230,10.000,0.000,Y
vifon-noodle-nam-vang,10025,VIFON NOODLE NAM VANG,สินค้าเวียดนาม,,N,,,,,,,1950,,,,Y,Y,89,0.000,0.000,Y
vifon-บะหมี่,10958,Vifon บะหมี่,อาหารแห้ง,,N,,,,,,,40,,,,N,Y,68,,,Y
vifon-บะหมี่กึ่งสำเร็จรูป,11008,Vifon บะหมี่กึ่งสำเร็จรูป,,,N,,,,,,,40,8935311140010,,,Y,Y,68,29.000,,Y
vifonhủ-tiếu-khô,10668,VIFONHỦ TIẾU KHÔ,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,430,8935311140645,,,Y,Y,650,5.000,,Y
vina-pho,10231,Vina Pho,อาหารจำพวกเส้น,,N,,,,,,,0,4980209717106,,,Y,Y,340,0.000,0.000,Y
wai-wai,10254,Wai Wai,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,210,8850100222138,,,Y,Y,360,21.000,,Y
with-vanila-flavored-cream-filling,10895,with vanila flavored cream filling,Snak,,N,,,,,,,0,4942355171966,,,Y,Y,350,10.000,,Y
xao-sa-ot,10326,XAO SA OT,สินค้าเวียดนาม,,N,,,,,,,0,8936028043694,,,Y,Y,120,-7.000,0.000,Y
xốt-gia-vị-hoàn-chỉnh-cá-kho-riêng,10007,XỐT GIA VỊ HOÀN CHỈNH CÁ KHO RIÊNG,สินค้าเวียดนาม,,N,,,,,,,99,8936028043205,,,Y,Y,120,8.000,0.000,Y
xot-rang-me,10358,XOT RANG ME,สินค้าเวียดนาม,,N,,,,,,,0,8934637514109,,,Y,Y,218,10.000,0.000,Y
yoko-spa-mail-salt-300g,10039,Yoko spa mail salt 300g,สบู่,,N,,,,,,,0,,,,Y,Y,800,1.000,0.000,Y
yoko-yogurt-spa-milk-salt,10557,Yoko Yogurt Spa Milk Salt,Cosmetic,,N,,,,,,,0,8853976004440,,,Y,Y,850,0.000,0.000,Y
yokohama-vit-c-spa-salt,10040,Yokohama vit-c spa salt,สบู่,,N,,,,,,,0,,,,Y,Y,800,2.000,0.000,Y
กระชาย150กรัม,10689,กระชาย,ของสด,,N,,,,,,,349,,,,Y,Y,498,12.000,,Y
กระติ๊บข้าว,10693,กระติ๊บข้าว,เครื่องใช้ในครัว,,N,,,,,,,1200,,,,Y,Y,2000,0.000,0.000,Y
กระท้อนทรงเครื่อง,10636,กระท้อนทรงเครื่อง,ของดอง,,N,,,,,,,900,,,,Y,Y,1200,-1.000,0.000,Y
กระทิงแดง-1,10581,กระทิงแดง,เครื่องดื่ม,,N,,,,,,,162,8850228000106,,,Y,Y,250,3.000,,Y
กระทิงแดงredbull,11086,กระทิงแดงRedBull,เครื่องดื่ม,,N,,,,,,,195,8850228000151,,,Y,Y,260,0.000,,Y
กระทิงสำเร็จรูป-ชาวไทย-60g,10085,กระทิสำเร็จรูป ชาวไทย 60g,เครื่องแกง,,N,,,,,,,85,8852114531619,,,Y,Y,120,76.000,,Y
กระเทียมดองกาญจนา,10684,กระเทียมดองกาญจนา,เครื่องปรุง,,N,,,,,,,6940,8858265000073,,,Y,Y,500,3.000,0.000,Y
กระเทียมเจียว(フライド-ガーリック-)fried-garlic,10016,กระเทียมเจียว(フライド ガーリック )FRIED GARLIC,ของตากแห้ง,,N,,,,,,,785,8858771600798,,,Y,Y,1500,0.000,0.000,Y
กระเทียมเจียวขวด揚げにんにく,10702,กระเทียมเจียวขวด揚げにんにく,เครื่องปรุง,,N,,,,,,,316,8858265000608,,,Y,Y,430,2.000,,Y
กระเทียมเจียวไร่ทิพย์,10755,กระเทียมเจียวไร่ทิพย์,เครื่องปรุง,,N,,,,,,,300,8851683004883,,,Y,Y,390,0.000,,Y
กระเทียมจีสสด,10057,กระเทียมにんにく,ของสด,,N,,,,,,,510,6930548976243,,,Y,Y,690,10.000,,Y
กระเพราสด,10638,กระเพราสด,ของสด,,N,,,,,,,100,,,,Y,Y,350,2.000,,Y
กระเพาะปลาแห้ง-100-กรัม,10270,กระเพาะปลาแห้ง 100 กรัม,อาหารแห้ง,,N,,,,,,,0,8858265000158,,,Y,Y,680,1.000,0.000,Y
กล้วยตากอบน้ำผึ้ง,10981,กล้วยตากอบน้ำผึ้ง,ขนม,,N,,,,,,,0,8867112620866,,,Y,Y,650,3.000,0.000,Y
กล้วยตากอบน้ำผึ้ง-1,11130,กล้วยตากอบน้ำผึ้ง,ขนม,,N,,,,,,,450,8858393000013,,,Y,Y,650,5.000,,Y
กล้วยทอด,10116,กล้วยทอด,ของสด,,N,,,,,,,400,,,,Y,Y,500,5.000,,Y
กล้วยเบรกแตก,10891,กล้วยเบรกแตก,ขนม,,N,,,,,,,500,8855550003146,,,Y,Y,650,1.000,0.000,Y
กลิ่นแมงดานาแม่พลอย,10183,กลิ่นแมงดานาแม่พลอย,เครื่องปรุง,,N,,,,,,,0,8850367300525,,,Y,Y,285,1.000,0.000,Y
ก๋วยจั๊บอุบล-สำเร็จรูป,10955,ก๋วยจั๊บอุบล สำเร็จรูป,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8857124179325,,,Y,Y,450,1.000,0.000,Y
ก๋วยเตี๋ยว-ต้มยำ(คันโยก),10821,ก๋วยเตี๋ยว ต้มยำ(คันโยก),บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8857128315095,,,Y,Y,450,1.000,0.000,Y
ก๋วยเตี๋ยวผัดไทย,10235,ก๋วยเตี๋ยวผัดไทย,อาหารจำพวกเส้น,,N,,,,,,,0,8850578910018,,,Y,Y,545,1.000,0.000,Y
ก๋วยเตี๋ยวเย็นตาโฟ(คันโยก),10824,ก๋วยเตี๋ยวเย็นตาโฟ(คันโยก),บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8857128315026,,,Y,Y,450,1.000,0.000,Y
ก๋วยเตี๋ยวเรือน้ำ(ต่อปาก),10823,ก๋วยเตี๋ยวเรือน้ำ(ต่อปาก),บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8859817000015,,,Y,Y,450,0.000,0.000,Y
ก๋วยเตี๋ยวเรือเลอรสวุ้นเส้นแบรนด์คริสตัล,10248,ก๋วยเตี๋ยวเรือเลอรสวุ้นเส้นแบรนด์คริสตัล,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8857200585576,,,N,Y,450,,,Y
ก๋วยเตี๋ยวเรือเลอรสเส้นหมี่,10247,ก๋วยเตี๋ยวเรือเลอรสเส้นหมี่,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8857200585569,,,Y,Y,450,4.000,0.000,Y
ก๋วยเตี๋ยวเรือเลอรสเส้นเล็ก,10249,ก๋วยเตี๋ยวเรือเลอรสเส้นเล็ก,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8857200585514,,,Y,Y,450,1.000,0.000,Y
ก๋วยเตี๋ยวเรือเส้นเล็ก(คันโยก),10825,ก๋วยเตี๋ยวเรือเส้นเล็ก(คันโยก),บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8857128315125,,,Y,Y,450,0.000,0.000,Y
ก๋วยเตี๋ยวเส้นสดตราดอกบัว(เส้นเล็ก,10635,ก๋วยเตี๋ยวเส้นสดตราดอกบัว(เส้นเล็ก,ของสด,,N,,,,,,,1000,,,,Y,Y,1500,7.000,,Y
ก๋วยเตี๋ยวเส้นสดตราดอกบัว(เส้นใหญ่),10634,ก๋วยเตี๋ยวเส้นสดตราดอกบัว(เส้นใหญ่),ของสด,,N,,,,,,,1000,,,,Y,Y,1500,10.000,,Y
กวางตุ้ง-สุกี้-(คันโยก),10820,กวางตุ้ง สุกี้ (คันโยก),บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8857128315064,,,Y,Y,450,1.000,0.000,Y
